Country,Position,Name,Club,player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
Albania,MF,Nedim Bajrami,Sassuolo,390177.0,Nedim,Bajrami,Nedim Bajrami,2023.0,6574.0,nedim-bajrami,Switzerland,Zürich,Albania,1999-02-28,Attacking Midfield,Midfield,right,179.0,2027-06-30 00:00:00,LIAN Sports Group,https://img.a.transfermarkt.technology/portrait/header/390177-1661510744.jpg?lm=1,https://www.transfermarkt.co.uk/nedim-bajrami/profil/spieler/390177,IT1,Unione Sportiva Sassuolo Calcio,6000000.0,10000000.0
Albania,MF,Medon Berisha,Lecce,583046.0,Medon,Berisha,Medon Berisha,2023.0,1005.0,medon-berisha,Switzerland,Münsingen,Albania,2003-10-21,Central Midfield,Midfield,right,186.0,2027-06-30 00:00:00,LIAN Sports Group,https://img.a.transfermarkt.technology/portrait/header/583046-1662114572.jpg?lm=1,https://www.transfermarkt.co.uk/medon-berisha/profil/spieler/583046,IT1,Unione Sportiva Lecce,500000.0,500000.0
Albania,MF,Klaus Gjasula,Darmstadt 98,57598.0,Klaus,Gjasula,Klaus Gjasula,2023.0,105.0,klaus-gjasula,Albania,Tiranë,Albania,1989-12-14,Defensive Midfield,Midfield,both,190.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/57598-1689058178.jpg?lm=1,https://www.transfermarkt.co.uk/klaus-gjasula/profil/spieler/57598,L1,Sportverein Darmstadt 1898 e. V.,500000.0,900000.0
Albania,MF,Qazim Laçi,Sparta Prague,290552.0,Qazim,Laçi,Qazim Laçi,2022.0,1147.0,qazim-laci,,Peshkopi,,1996-01-19,Central Midfield,Midfield,right,173.0,,Playeleven,https://img.a.transfermarkt.technology/portrait/header/290552-1583422443.jpg?lm=1,https://www.transfermarkt.co.uk/qazim-laci/profil/spieler/290552,FR1,AC Ajaccio,2000000.0,3000000.0
Albania,MF,Ernest Muçi,Beşiktaş,583917.0,Ernest,Muci,Ernest Muci,2023.0,114.0,ernest-muci,Albania,Tiranë,Albania,2001-03-19,Attacking Midfield,Midfield,both,180.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/583917-1712666691.png?lm=1,https://www.transfermarkt.co.uk/ernest-muci/profil/spieler/583917,TR1,Beşiktaş Jimnastik Kulübü,11000000.0,11000000.0
Albania,MF,Ylber Ramadani,Lecce,442703.0,Ylber,Ramadani,Ylber Ramadani,2023.0,1005.0,ylber-ramadani,Germany,Starnberg,Albania,1996-04-12,Defensive Midfield,Midfield,right,185.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/442703-1691151579.jpg?lm=1,https://www.transfermarkt.co.uk/ylber-ramadani/profil/spieler/442703,IT1,Unione Sportiva Lecce,3800000.0,3800000.0
Albania,FW,Armando Broja,Fulham,571743.0,Armando,Broja,Armando Broja,2023.0,931.0,armando-broja,England,Slough,Albania,2001-09-10,Centre-Forward,Attack,right,191.0,2024-06-30 00:00:00,FA Sport,https://img.a.transfermarkt.technology/portrait/header/571743-1662362376.jpg?lm=1,https://www.transfermarkt.co.uk/armando-broja/profil/spieler/571743,GB1,Fulham Football Club,22000000.0,30000000.0
Albania,FW,Mirlind Daku,Rubin Kazan,521872.0,Mirlind,Daku,Mirlind Daku,2023.0,2698.0,mirlind-daku,Yugoslavia (Republic),Gjilan,Albania,1998-01-01,Centre-Forward,Attack,right,192.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/521872-1690299074.png?lm=1,https://www.transfermarkt.co.uk/mirlind-daku/profil/spieler/521872,RU1,FC Rubin Kazan,1500000.0,1500000.0
Albania,FW,Rey Manaj,Sivasspor,308278.0,Rey,Manaj,Rey Manaj,2023.0,2381.0,rey-manaj,Albania,Lushnjë,Albania,1997-02-24,Centre-Forward,Attack,right,182.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/308278-1693401417.png?lm=1,https://www.transfermarkt.co.uk/rey-manaj/profil/spieler/308278,TR1,Sivasspor Kulübü,3000000.0,3000000.0
Albania,FW,Taulant Seferi,Baniyas,254985.0,Taulant,Seferi,Taulant Seferi,2022.0,2740.0,taulant-seferi,Macedonia,Kumanovo,Albania,1996-11-15,Centre-Forward,Attack,right,184.0,2025-06-30 00:00:00,PART of the GAME,https://img.a.transfermarkt.technology/portrait/header/254985-1668514491.png?lm=1,https://www.transfermarkt.co.uk/taulant-seferi/profil/spieler/254985,UKR1,Vorskla Poltava,2500000.0,2500000.0
Austria,GK,Patrick Pentz,Brondby,223972.0,Patrick,Pentz,Patrick Pentz,2023.0,206.0,patrick-pentz,Austria,Salzburg,Austria,1997-01-02,Goalkeeper,Goalkeeper,left,183.0,2024-06-30 00:00:00,World in Motion,https://img.a.transfermarkt.technology/portrait/header/223972-1689710965.jpg?lm=1,https://www.transfermarkt.co.uk/patrick-pentz/profil/spieler/223972,DK1,Brøndby Idrætsforening,1500000.0,2500000.0
Austria,GK,Heinz Lindner,Union Saint-Gilloise,59082.0,Heinz,Lindner,Heinz Lindner,2023.0,3948.0,heinz-lindner,Austria,Linz,Austria,1990-07-17,Goalkeeper,Goalkeeper,right,187.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/59082-1714467158.png?lm=1,https://www.transfermarkt.co.uk/heinz-lindner/profil/spieler/59082,BE1,Royale Union Saint-Gilloise,300000.0,3500000.0
Austria,GK,Niklas Hedl,Rapid Wien,9543.0,,Edú,Edú,2012.0,65.0,edutm,Brazil,São Paulo,Brazil,1981-11-30,Centre-Forward,Attack,,,,,https://img.a.transfermarkt.technology/portrait/header/9543-1567281575.jpg?lm=1,https://www.transfermarkt.co.uk/edutm/profil/spieler/9543,L1,SpVgg Greuther Fürth,500000.0,2500000.0
Austria,DF,Stefan Lainer,Borussia Monchengladbach,85791.0,Stefan,Lainer,Stefan Lainer,2023.0,18.0,stefan-lainer,Austria,Salzburg,Austria,1992-08-27,Right-Back,Defender,right,175.0,2024-06-30 00:00:00,ROOF,https://img.a.transfermarkt.technology/portrait/header/85791-1627997478.jpg?lm=1,https://www.transfermarkt.co.uk/stefan-lainer/profil/spieler/85791,L1,Borussia Verein für Leibesübungen 1900 Mönchengladbach,3000000.0,18000000.0
Austria,DF,Stefan Posch,Bologna,223974.0,Stefan,Posch,Stefan Posch,2023.0,1025.0,stefan-posch,Austria,Judenburg,Austria,1997-05-14,Right-Back,Defender,right,190.0,2026-06-30 00:00:00,ROOF,https://img.a.transfermarkt.technology/portrait/header/223974-1657200239.jpg?lm=1,https://www.transfermarkt.co.uk/stefan-posch/profil/spieler/223974,IT1,Bologna Football Club 1909,14000000.0,14000000.0
Austria,DF,Philipp Lienhart,Freiburg,225657.0,Philipp,Lienhart,Philipp Lienhart,2023.0,60.0,philipp-lienhart,Austria,Lilienfeld,Austria,1996-07-11,Centre-Back,Defender,right,189.0,,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/225657-1658411602.jpg?lm=1,https://www.transfermarkt.co.uk/philipp-lienhart/profil/spieler/225657,L1,Sport-Club Freiburg,20000000.0,20000000.0
Austria,DF,Kevin Danso,Lens,263236.0,Kevin,Danso,Kevin Danso,2023.0,826.0,kevin-danso,Austria,Voitsberg,Austria,1998-09-19,Centre-Back,Defender,right,190.0,2027-06-30 00:00:00,HD,https://img.a.transfermarkt.technology/portrait/header/263236-1691217955.png?lm=1,https://www.transfermarkt.co.uk/kevin-danso/profil/spieler/263236,FR1,Racing Club de Lens,25000000.0,25000000.0
Austria,DF,Phillipp Mwene,Mainz,127573.0,Phillipp,Mwene,Phillipp Mwene,2023.0,39.0,phillipp-mwene,Austria,Wien,Austria,1994-01-29,Right-Back,Defender,right,170.0,2026-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/127573-1686056546.jpg?lm=1,https://www.transfermarkt.co.uk/phillipp-mwene/profil/spieler/127573,L1,1. Fußball- und Sportverein Mainz 05,1500000.0,3000000.0
Austria,DF,Flavius Daniliuc,Red Bull Salzburg,322655.0,Flavius,Daniliuc,Flavius Daniliuc,2022.0,380.0,flavius-daniliuc,Austria,Wien,Austria,2001-04-27,Centre-Back,Defender,right,188.0,2026-06-30 00:00:00,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/322655-1645542667.jpg?lm=1,https://www.transfermarkt.co.uk/flavius-daniliuc/profil/spieler/322655,IT1,U.S. Salernitana 1919 S.r.l.,8000000.0,8000000.0
Austria,DF,Gernot Trauner,Feyenoord,59145.0,Gernot,Trauner,Gernot Trauner,2023.0,234.0,gernot-trauner,Austria,Linz,Austria,1992-03-25,Centre-Back,Defender,right,183.0,2026-06-30 00:00:00,ROOF,https://img.a.transfermarkt.technology/portrait/header/59145-1676465806.jpg?lm=1,https://www.transfermarkt.co.uk/gernot-trauner/profil/spieler/59145,NL1,Feyenoord Rotterdam,4500000.0,5000000.0
Austria,MF,Marcel Sabitzer,Borussia Dortmund,106987.0,Marcel,Sabitzer,Marcel Sabitzer,2023.0,16.0,marcel-sabitzer,Austria,Wels,Austria,1994-03-17,Central Midfield,Midfield,right,178.0,2027-06-30 00:00:00,ROGON,https://img.a.transfermarkt.technology/portrait/header/106987-1711745992.jpg?lm=1,https://www.transfermarkt.co.uk/marcel-sabitzer/profil/spieler/106987,L1,Borussia Dortmund,20000000.0,42000000.0
Austria,MF,Florian Grillitsch,Hoffenheim,195736.0,Florian,Grillitsch,Florian Grillitsch,2023.0,533.0,florian-grillitsch,Austria,Neunkirchen,Austria,1995-08-07,Defensive Midfield,Midfield,right,187.0,2026-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/195736-1691269821.jpg?lm=1,https://www.transfermarkt.co.uk/florian-grillitsch/profil/spieler/195736,L1,TSG 1899 Hoffenheim Fußball-Spielbetriebs GmbH,6500000.0,25000000.0
Austria,MF,Christoph Baumgartner,RB Leipzig,324278.0,Christoph,Baumgartner,Christoph Baumgartner,2023.0,23826.0,christoph-baumgartner,Austria,Horn,Austria,1999-08-01,Attacking Midfield,Midfield,right,180.0,2028-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/324278-1716315718.jpg?lm=1,https://www.transfermarkt.co.uk/christoph-baumgartner/profil/spieler/324278,L1,RasenBallsport Leipzig,20000000.0,24000000.0
Austria,MF,Konrad Laimer,Bayern Munich,223967.0,Konrad,Laimer,Konrad Laimer,2023.0,27.0,konrad-laimer,Austria,Salzburg,Austria,1997-05-27,Central Midfield,Midfield,right,180.0,2027-06-30 00:00:00,ROOF,https://img.a.transfermarkt.technology/portrait/header/223967-1700659266.jpg?lm=1,https://www.transfermarkt.co.uk/konrad-laimer/profil/spieler/223967,L1,FC Bayern München,28000000.0,30000000.0
Austria,MF,Florian Kain,Cologne,106270.0,Florian,Kainz,Florian Kainz,2023.0,3.0,florian-kainz,Austria,Graz,Austria,1992-10-24,Attacking Midfield,Midfield,both,176.0,2025-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/106270-1646140986.jpg?lm=1,https://www.transfermarkt.co.uk/florian-kainz/profil/spieler/106270,L1,1. Fußball-Club Köln,3500000.0,5000000.0
Austria,MF,Nicolas Seiwald,RB Leipzig,404950.0,Nicolas,Seiwald,Nicolas Seiwald,2023.0,23826.0,nicolas-seiwald,Austria,Kuchl,Austria,2001-05-04,Central Midfield,Midfield,right,179.0,2028-06-30 00:00:00,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/404950-1716315232.jpg?lm=1,https://www.transfermarkt.co.uk/nicolas-seiwald/profil/spieler/404950,L1,RasenBallsport Leipzig,16000000.0,20000000.0
Austria,MF,Romano Schmid,Werder Bremen,346853.0,Romano,Schmid,Romano Schmid,2023.0,86.0,romano-schmid,Austria,Graz,Austria,2000-01-27,Attacking Midfield,Midfield,right,168.0,,SEG,https://img.a.transfermarkt.technology/portrait/header/346853-1660208556.jpg?lm=1,https://www.transfermarkt.co.uk/romano-schmid/profil/spieler/346853,L1,Sportverein Werder Bremen von 1899,6500000.0,6500000.0
Austria,MF,Alexander Prass,Sturm Graz,13213.0,,Alex,Alex,2012.0,2420.0,alex,Portugal,Guimarães,Portugal,1979-09-06,Right-Back,Defender,right,178.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/13213,PO1,Vitória Sport Clube,500000.0,2500000.0
Austria,MF,Alexander Prass,Sturm Graz,15420.0,,Alex,Alex,2015.0,5.0,alex,Brazil,Niterói,Brazil,1982-06-17,Centre-Back,Defender,right,188.0,,,https://img.a.transfermarkt.technology/portrait/header/15420-1455536547.jpg?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/15420,IT1,Associazione Calcio Milan,1000000.0,16000000.0
Austria,MF,Alexander Prass,Sturm Graz,18537.0,,Alex,Alex,2012.0,36.0,alex,Brazil,Curitiba,Brazil,1977-09-14,Attacking Midfield,Midfield,left,176.0,,,https://img.a.transfermarkt.technology/portrait/header/18537-1598536967.jpg?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/18537,TR1,Fenerbahçe Spor Kulübü,500000.0,14000000.0
Austria,MF,Alexander Prass,Sturm Graz,86811.0,,Alex,Alex,2019.0,1085.0,alex,Portugal,Funchal,Portugal,1991-08-27,Left Winger,Attack,left,174.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/86811-1551112154.png?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/86811,PO1,Vitória Setúbal FC,50000.0,1500000.0
Austria,MF,Alexander Prass,Sturm Graz,140957.0,,Alex,Alex,2017.0,1177.0,alex,Brazil,São Gonçalo,Brazil,1990-08-21,Centre-Forward,Attack,right,179.0,,SP7 Sports,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/140957,DK1,Silkeborg Idrætsforening,150000.0,600000.0
Austria,MF,Alexander Prass,Sturm Graz,418752.0,,Alex,Alex,2016.0,8024.0,alex,Portugal,Arouca,Portugal,1997-01-28,Defensive Midfield,Midfield,right,,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/418752-1478191250.jpg?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/418752,PO1,Futebol Clube de Arouca,100000.0,100000.0
Austria,MF,Alexander Prass,Sturm Graz,628223.0,,Alex,Alex,2021.0,3329.0,alex,Brazil,Ribeirão Preto,Brazil,1999-05-10,Centre-Back,Defender,left,189.0,2024-12-31 00:00:00,firsteleven ISM,https://img.a.transfermarkt.technology/portrait/header/628223-1623960128.jpg?lm=1,https://www.transfermarkt.co.uk/alex/profil/spieler/628223,PO1,Futebol Clube de Famalicão,600000.0,600000.0
Austria,FW,Mark Arnautovic,Inter Milan,41384.0,Marko,Arnautovic,Marko Arnautovic,2023.0,46.0,marko-arnautovic,Austria,Wien,Austria,1989-04-19,Centre-Forward,Attack,both,190.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/41384-1716316175.jpg?lm=1,https://www.transfermarkt.co.uk/marko-arnautovic/profil/spieler/41384,IT1,Football Club Internazionale Milano S.p.A.,5000000.0,35000000.0
Austria,FW,Michael Gregoritsch,Freiburg,120205.0,Michael,Gregoritsch,Michael Gregoritsch,2023.0,60.0,michael-gregoritsch,Austria,Graz,Austria,1994-04-18,Centre-Forward,Attack,left,193.0,,ROGON,https://img.a.transfermarkt.technology/portrait/header/120205-1658413549.jpg?lm=1,https://www.transfermarkt.co.uk/michael-gregoritsch/profil/spieler/120205,L1,Sport-Club Freiburg,8000000.0,20000000.0
Austria,FW,Andreas Weimann,West Brom,49693.0,Andreas,Weimann,Andreas Weimann,2014.0,405.0,andreas-weimann,Austria,Wien,Austria,1991-08-05,Attacking Midfield,Midfield,right,179.0,2024-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/49693-1410951016.jpg?lm=1,https://www.transfermarkt.co.uk/andreas-weimann/profil/spieler/49693,GB1,Aston Villa Football Club,2200000.0,5500000.0
Austria,FW,Patrick Wimmer,Wolfsburg,533295.0,Patrick,Wimmer,Patrick Wimmer,2023.0,82.0,patrick-wimmer,Austria,Tulln,Austria,2001-05-30,Right Winger,Attack,right,182.0,2027-06-30 00:00:00,More than Sport GmbH,https://img.a.transfermarkt.technology/portrait/header/533295-1657203456.jpg?lm=1,https://www.transfermarkt.co.uk/patrick-wimmer/profil/spieler/533295,L1,Verein für Leibesübungen Wolfsburg,18000000.0,18000000.0
Austria,FW,Marco Grull,Rapid Wien,89561.0,,Marcão,Marcão,2014.0,968.0,marcao,Brazil,Duque de Caxias,Brazil,1986-04-02,Centre-Forward,Attack,right,180.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/marcao/profil/spieler/89561,BE1,Koninklijke Voetbal Club Westerlo,100000.0,200000.0
Austria,FW,Marco Grull,Rapid Wien,160188.0,,Marcão,Marcão,2014.0,862.0,marcao,Brazil,Itabuna,Brazil,1992-03-06,Goalkeeper,Goalkeeper,right,195.0,,BSB Sports Agency,https://img.a.transfermarkt.technology/portrait/header/160188-1426690533.jpg?lm=1,https://www.transfermarkt.co.uk/marcao/profil/spieler/160188,IT1,Chievo Verona,50000.0,50000.0
Austria,FW,Marco Grull,Rapid Wien,439022.0,,Marcão,Marcão,2023.0,368.0,marcao,Brazil,Londrina (PR),Brazil,1996-06-05,Centre-Back,Defender,left,185.0,2027-06-30 00:00:00,Master Talents,https://img.a.transfermarkt.technology/portrait/header/439022-1681476532.jpg?lm=1,https://www.transfermarkt.co.uk/marcao/profil/spieler/439022,ES1,Sevilla Fútbol Club S.A.D.,5000000.0,15000000.0
Austria,FW,Marco Grull,Rapid Wien,476102.0,,Marcão,Marcão,2023.0,6646.0,marcao,Brazil,Tietê,Brazil,1994-06-17,Centre-Forward,Attack,both,196.0,2024-06-30 00:00:00,Hy Sports Agency,https://img.a.transfermarkt.technology/portrait/header/476102-1715595053.png?lm=1,https://www.transfermarkt.co.uk/marcao/profil/spieler/476102,TR1,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,1200000.0,4500000.0
Austria,FW,Marco Grull,Rapid Wien,552581.0,,Marcão,Marcão,2018.0,1301.0,marcao,Brazil,Rio de Janeiro,Brazil,1995-08-17,Centre-Back,Defender,right,193.0,,AV Sport Management,https://img.a.transfermarkt.technology/portrait/header/552581-1533912618.jpg?lm=1,https://www.transfermarkt.co.uk/marcao/profil/spieler/552581,PO1,CS Marítimo,150000.0,200000.0
Belgium,GK,Koen Casteels,VfL Wolfsburg,108880.0,Koen,Casteels,Koen Casteels,2023.0,82.0,koen-casteels,Belgium,Bonheiden,Belgium,1992-06-25,Goalkeeper,Goalkeeper,left,197.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/108880-1689877715.jpg?lm=1,https://www.transfermarkt.co.uk/koen-casteels/profil/spieler/108880,L1,Verein für Leibesübungen Wolfsburg,8000000.0,14000000.0
Belgium,GK,Thomas Kaminski,Luton Town,77757.0,Thomas,Kaminski,Thomas Kaminski,2023.0,1031.0,thomas-kaminski,Belgium,Dendermonde,Belgium,1992-10-23,Goalkeeper,Goalkeeper,,190.0,,SEG,https://img.a.transfermarkt.technology/portrait/header/77757-1546948273.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-kaminski/profil/spieler/77757,GB1,Luton Town Football Club,3000000.0,3000000.0
Belgium,GK,Matz Sels,Nottingham Forest,127202.0,Matz,Sels,Matz Sels,2023.0,703.0,matz-sels,Belgium,Lint,Belgium,1992-02-26,Goalkeeper,Goalkeeper,right,188.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/127202-1665067633.jpg?lm=1,https://www.transfermarkt.co.uk/matz-sels/profil/spieler/127202,GB1,Nottingham Forest Football Club,7000000.0,8000000.0
Belgium,DF,Timothy Castagne,Fulham,262226.0,Timothy,Castagne,Timothy Castagne,2023.0,931.0,timothy-castagne,Belgium,Arlon,Belgium,1995-12-05,Right-Back,Defender,right,185.0,2027-06-30 00:00:00,SENERGIES BV,https://img.a.transfermarkt.technology/portrait/header/262226-1665067689.jpg?lm=1,https://www.transfermarkt.co.uk/timothy-castagne/profil/spieler/262226,GB1,Fulham Football Club,17000000.0,28000000.0
Belgium,DF,Maxim De Cuyper,Club Brugge,429915.0,Maxim,De Cuyper,Maxim De Cuyper,2023.0,2282.0,maxim-de-cuyper,Belgium,Knokke-Heist,Belgium,2000-12-22,Left-Back,Defender,left,182.0,2026-06-30 00:00:00,AXL,https://img.a.transfermarkt.technology/portrait/header/429915-1685694494.jpg?lm=1,https://www.transfermarkt.co.uk/maxim-de-cuyper/profil/spieler/429915,BE1,Club Brugge Koninklijke Voetbalvereniging,8000000.0,8000000.0
Belgium,DF,Zeno Debast,Anderlecht,548193.0,Zeno,Debast,Zeno Debast,2023.0,58.0,zeno-debast,Belgium,Halle,Belgium,2003-10-24,Centre-Back,Defender,right,191.0,2025-06-30 00:00:00,TEAM DEBAST,https://img.a.transfermarkt.technology/portrait/header/548193-1661330957.jpg?lm=1,https://www.transfermarkt.co.uk/zeno-debast/profil/spieler/548193,BE1,Royal Sporting Club Anderlecht,15000000.0,15000000.0
